duplication_type	gene	age	TPM	log2_TPM_plus_1
TRD	Pbre1_15G436600	old	1.842363	1.5070908138549706
PD	Pbre1_05G422000	old	5.079344	2.603915656069072
TD	Pbre1_14G244800	old	0.014781	0.02116841282510388
TRD	Pbre1_10G211000	old	0.172726	0.2298659761821966
TRD	Pbre1_04G300800	old	0.0	0.0
TRD	Pbre1_17G166600	old	10.519809	3.5260448917858893
PD	Pbre1_01G269200	old	2.378801	1.7565113831245398
TD	Pbre1_10G382400	old	0.288163	0.3653151589904859
TRD	Pbre1_10G038200	old	0.0	0.0
TRD	Pbre1_03G050200	old	6.635405	2.932704683020186
PD	Pbre1_14G310400	old	0.0	0.0
TRD	Pbre1_03G334600	old	13.070273	3.8145784157805873
TRD	Pbre1_07G386800	old	0.026196	0.0373063071851255
TRD	Pbre1_03G450200	old	0.361192	0.44487057743066105
PD	Pbre1_05G462200	old	0.015317	0.021930232756836428
TD	Pbre1_15G148000	old	0.015298	0.021903234821947073
TD	Pbre1_15G013000	old	0.0	0.0
PD	Pbre1_03G235600	old	8.864128	3.3021915207228174
TD	Pbre1_07G269400	old	0.0	0.0
TD	Pbre1_14G304000	old	19.995561	4.392012432291296
TRD	Pbre1_09G286600	old	0.0	0.0
TRD	Pbre1_14G172600	old	9.240053	3.3561512772798934
PD	Pbre1_12G205800	old	1.99272	1.5814573060635677
TRD	Pbre1_02G275400	old	0.248839	0.32058749706333606
TD	Pbre1_03G018400	old	0.0	0.0
PD	Pbre1_01G304800	old	0.055322	0.0776832614201486
TRD	Pbre1_12G111800	old	0.0	0.0
TD	Pbre1_13G017000	old	0.346524	0.42923994418968514
TD	Pbre1_07G446400	old	12.749208	3.7812766118969545
TD	Pbre1_15G752400	old	0.0	0.0
PD	Pbre1_05G268000	old	39.540993	5.341309521102896
PD	Pbre1_04G304800	old	0.0	0.0
TRD	Pbre1_07G417800	old	0.0	0.0
PD	Pbre1_01G130200	old	0.482913	0.5684339597950072
TRD	Pbre1_12G363200	old	0.097114	0.13371344250460057
TRD	Pbre1_05G237000	old	3.951483	2.307860686063833
TRD	Pbre1_01G051800	old	0.509491	0.5940621551330382
TRD	Pbre1_13G346200	old	0.0	0.0
PD	Pbre1_17G488000	old	0.0	0.0
PD	Pbre1_15G241200	old	2.86257	1.9495610787096376
TRD	Pbre1_07G303600	old	4.197948	2.377942201236552
TRD	Pbre1_14G127600	old	0.433374	0.5194150907908275
TRD	Pbre1_09G368800	old	86.46151	6.450576351272482
PD	Pbre1_02G092400	old	138.531857	7.1244507361222515
TD	Pbre1_10G060800	old	1.665655	1.4144900730012178
TRD	Pbre1_07G078800	old	3.264368	2.092331942990728
PD	Pbre1_04G351800	old	0.0	0.0
TRD	Pbre1_03G315800	old	0.109008	0.1492697726400184
TD	Pbre1_15G153400	old	1.712936	1.4398550138668482
TD	Pbre1_17G151800	old	0.0	0.0
PD	Pbre1_13G270400	old	24.4782	4.671191451649416
TD	Pbre1_08G388600	old	46.989125	5.584635603093185
TRD	Pbre1_03G438200	old	0.578144	0.6582288521241627
TRD	Pbre1_13G019400	old	0.0	0.0
PD	Pbre1_01G138600	old	41.142683	5.397210260669944
TD	Pbre1_10G037000	old	0.0	0.0
TRD	Pbre1_03G418000	old	27.508304	4.83331030871356
TRD	Pbre1_05G360000	old	0.0	0.0
TD	Pbre1_10G118400	old	9.150441	3.3434705035482493
PD	Pbre1_02G401400	old	2.713589	1.8928141544029193
TRD	Pbre1_08G274600	old	0.056108	0.07875737550824899
TD	Pbre1_02G126600	old	2.792097	1.9229958681468087
TD	Pbre1_09G306000	old	13.935424	3.900666289617718
TRD	Pbre1_05G132200	old	3.523338	2.177387803332712
TRD	Pbre1_15G710000	old	3.670388	2.2235424091262654
PD	Pbre1_05G212000	old	4.852504	2.5490540153737156
TD	Pbre1_03G462800	old	11.884642	3.687580547335198
PD	Pbre1_12G388000	old	11.316206	3.622485998000867
TRD	Pbre1_10G350400	old	0.182356	0.24166448738177834
TRD	Pbre1_03G431400	old	0.0	0.0
PD	Pbre1_05G249200	old	5.454215	2.6902416370543953
TD	Pbre1_07G412400	old	0.17486	0.23248885096953387
TD	Pbre1_12G008400	old	12.772544	3.783723166865
PD	Pbre1_09G064400	old	0.223715	0.2912675972765459
TRD	Pbre1_01G039600	old	0.282383	0.3588272055440737
TRD	Pbre1_04G052600	old	154.250925	7.278458053962429
TRD	Pbre1_11G185000	old	0.160207	0.2143822288277842
TRD	Pbre1_03G063800	old	0.0	0.0
TD	Pbre1_17G110600	old	0.0	0.0
TRD	Pbre1_04G338600	old	1.131107	1.0916030307057862
PD	Pbre1_06G171000	old	11.026709	3.588170010973129
TD	Pbre1_14G121400	old	0.0	0.0
TRD	Pbre1_13G456000	old	7.43727	3.07677626971666
TD	Pbre1_04G319400	old	0.0	0.0
TRD	Pbre1_03G336800	old	15.68892	4.060818690626907
PD	Pbre1_02G421400	old	28.126042	4.8642377587776044
TRD	Pbre1_17G295400	old	0.0	0.0
PD	Pbre1_03G048600	old	0.0	0.0
TD	Pbre1_15G206000	old	3.796604	2.2620133378469576
TD	Pbre1_07G412600	old	1.17203	1.1190440297317443
TD	Pbre1_06G007400	old	0.0	0.0
TD	Pbre1_07G494400	old	0.0	0.0
PD	Pbre1_02G431800	old	1.986322	1.5783697323704267
TRD	Pbre1_14G152000	old	0.0	0.0
TRD	Pbre1_05G307600	old	0.0	0.0
TD	Pbre1_09G191600	old	0.0	0.0
TD	Pbre1_17G099600	old	2.257171	1.703619462557285
TD	Pbre1_17G075200	old	0.0	0.0
PD	Pbre1_15G234600	old	0.0	0.0
TRD	Pbre1_16G395400	old	2.529375	1.8194127262065647
PD	Pbre1_02G279400	old	32.446789	5.063795809008616
PD	Pbre1_04G043600	old	0.807767	0.8542087432363067
PD	Pbre1_03G270600	old	2.153904	1.6571387473726373
TD	Pbre1_17G454200	old	0.046522	0.06560264026756882
PD	Pbre1_17G261200	old	0.535381	0.6185967002898428
TD	Pbre1_09G020800	old	0.440996	0.5270663308019228
TD	Pbre1_10G453800	old	97.861836	6.627341794441106
TD	Pbre1_05G462800	old	0.0	0.0
PD	Pbre1_01G195200	old	4.174743	2.37148721394869
TD	Pbre1_09G202600	old	0.0	0.0
TD	Pbre1_08G387800	old	0.329509	0.41089354343207557
TRD	Pbre1_17G132000	old	0.0	0.0
TRD	Pbre1_03G208800	old	0.0	0.0
TD	Pbre1_04G053400	old	4.203127	2.3793789216206007
TRD	Pbre1_14G147000	old	11.34968	3.6264017546411016
PD	Pbre1_11G019800	old	0.0	0.0
TRD	Pbre1_12G194200	old	0.130572	0.1770528724390982
TD	Pbre1_11G392200	old	0.0	0.0
TD	Pbre1_11G130400	old	3.378695	2.130500961708335
TRD	Pbre1_14G203600	old	5.210377	2.6346808496891576
TRD	Pbre1_10G224200	old	5.458417	2.691180594313582
TRD	Pbre1_09G364600	old	0.0	0.0
PD	Pbre1_08G152800	old	11.061084	3.592287671374501
PD	Pbre1_02G038400	old	0.0	0.0
TRD	Pbre1_17G230200	old	0.185495	0.24548957805364804
PD	Pbre1_10G443600	old	29.863065	4.9478094374417125
TRD	Pbre1_17G148200	old	0.0	0.0
TD	Pbre1_14G057200	old	22.482247	4.553498560432951
TRD	Pbre1_01G377200	old	0.975141	0.981955647082039
TRD	Pbre1_12G254400	old	3.555833	2.1877148641470834
TD	Pbre1_03G377600	old	2.291063	1.7185536438787403
TRD	Pbre1_17G321800	old	37.510469	5.267178788000293
TD	Pbre1_15G680600	old	0.281621	0.3579696923315179
TRD	Pbre1_05G355200	old	7.854124	3.1463495781943482
TRD	Pbre1_05G255000	old	8.760723	3.2869880156039737
TRD	Pbre1_14G039600	old	0.118435	0.16148141383774053
PD	Pbre1_06G035800	old	0.0	0.0
TRD	Pbre1_05G127600	old	13.9638	3.9034046835486955
TRD	Pbre1_09G044800	old	16.287728	4.111676373438851
PD	Pbre1_06G267000	old	0.0	0.0
TD	Pbre1_10G534800	old	0.120399	0.16401260086378883
PD	Pbre1_06G028200	old	0.0	0.0
PD	Pbre1_03G156400	old	1.750436	1.4596603332479736
TRD	Pbre1_07G147800	old	0.337509	0.4195485993356036
TRD	Pbre1_16G478400	old	0.0	0.0
TD	Pbre1_08G385200	old	10.183237	3.4832659331501574
TD	Pbre1_06G222600	old	6.246329	2.8572503089506354
PD	Pbre1_05G243000	old	10.14785	3.4786935903756975
TD	Pbre1_10G296200	old	0.0	0.0
TRD	Pbre1_04G095600	old	8.217477	3.2043719114246163
PD	Pbre1_11G096400	old	8.81267	3.294645743136972
TRD	Pbre1_03G246600	old	8.134183	3.1912756938708284
TRD	Pbre1_10G103200	old	0.248465	0.3201553767052807
TRD	Pbre1_09G362200	old	0.0	0.0
TRD	Pbre1_16G443200	old	0.0	0.0
PD	Pbre1_07G277400	old	1.156893	1.1089546084880308
PD	Pbre1_09G239200	old	0.0	0.0
TRD	Pbre1_06G142600	old	134.654514	7.083793244892198
TD	Pbre1_05G481200	old	243.738579	7.935097726194031
PD	Pbre1_13G464400	old	0.0	0.0
TRD	Pbre1_07G257600	old	0.0	0.0
TD	Pbre1_15G403200	old	0.168802	0.2250305519292825
TD	Pbre1_12G227000	old	0.0	0.0
TD	Pbre1_02G213600	old	25.669117	4.737098153716587
TD	Pbre1_01G415600	old	9.601014	3.4061303618272976
TD	Pbre1_02G495200	old	0.0	0.0
TRD	Pbre1_16G399600	old	0.055436	0.07783909855052658
TRD	Pbre1_09G215600	old	3.923531	2.299693341798064
TD	Pbre1_04G218000	old	0.055462	0.0778746379949382
TD	Pbre1_04G222400	old	0.0	0.0
TRD	Pbre1_03G020200	old	7.713198	3.1232023275437992
TRD	Pbre1_05G106600	old	0.030886	0.04388480183493634
TRD	Pbre1_14G163600	old	0.0	0.0
TRD	Pbre1_07G438400	old	0.045605	0.0643379451154914
TRD	Pbre1_06G167000	old	6.804512	2.964308426285128
TD	Pbre1_13G139400	old	8.813884	3.294824218867543
TRD	Pbre1_08G190400	old	1.41531	1.2722083678438965
TRD	Pbre1_02G323400	old	0.0	0.0
TRD	Pbre1_02G381600	old	0.0	0.0
TRD	Pbre1_09G395200	old	1.71322	1.440006032522407
TRD	Pbre1_09G144200	old	0.387047	0.4720166741201288
TRD	Pbre1_06G030200	old	0.0	0.0
TRD	Pbre1_05G372400	old	0.0	0.0
TD	Pbre1_09G061200	old	10.064477	3.467863353767923
TD	Pbre1_02G237200	old	58.71081	5.8999202344445285
PD	Pbre1_07G421400	old	0.316012	0.39617264428710536
TD	Pbre1_15G673400	old	8.480165	3.244912169103511
TRD	Pbre1_13G446800	old	41.496611	5.409275889350809
TRD	Pbre1_15G600000	old	0.0	0.0
TRD	Pbre1_02G499400	old	0.046203	0.06516281208029333
TRD	Pbre1_03G160800	old	3.199845	2.070336084591941
PD	Pbre1_05G239600	old	0.0	0.0
PD	Pbre1_03G197600	old	0.008409	0.01208089934779106
TD	Pbre1_11G500000	old	0.08164	0.1132204098527235
TRD	Pbre1_02G081800	old	0.491784	0.5770386584563496
TRD	Pbre1_01G412400	old	0.0	0.0
PD	Pbre1_16G319400	old	0.0	0.0
TD	Pbre1_05G492200	old	7.157756	3.028172356498617
TD	Pbre1_01G409600	old	62.766958	5.994737154021364
PD	Pbre1_17G214800	old	0.169746	0.2261952953449172
TRD	Pbre1_02G330200	old	0.0	0.0
TRD	Pbre1_10G451400	old	0.390382	0.4754813101369082
TD	Pbre1_07G344400	old	3.134359	2.0476636681616074
PD	Pbre1_02G418000	old	0.0	0.0
PD	Pbre1_08G377000	old	0.03923	0.055514983537495614
TRD	Pbre1_13G374600	old	0.051688	0.07270676963599779
TRD	Pbre1_03G252400	old	0.370986	0.4552138389262579
TRD	Pbre1_05G338800	old	0.211656	0.2769801628887707
PD	Pbre1_04G198600	old	0.105145	0.1442356701207273
TRD	Pbre1_02G373200	old	0.0	0.0
PD	Pbre1_15G556800	old	0.0	0.0
TRD	Pbre1_14G384400	old	2.245457	1.6984216416179239
TRD	Pbre1_14G190000	old	0.0	0.0
TRD	Pbre1_06G131200	old	0.572082	0.6526764707186579
TD	Pbre1_09G068800	old	0.0	0.0
TD	Pbre1_07G412200	old	0.485012	0.5704745891206824
TRD	Pbre1_08G233000	old	1.042354	1.0302329493601987
TRD	Pbre1_01G205600	old	2.490915	1.803605229256348
TD	Pbre1_10G209600	old	85.597647	6.436255919983126
TRD	Pbre1_04G345800	old	6.053033	2.818243789864504
TD	Pbre1_03G336000	old	0.017378	0.024855802503600217
PD	Pbre1_15G209800	old	0.243154	0.3140050262973797
TRD	Pbre1_17G414600	old	11.218648	3.6110127538897863
TRD	Pbre1_12G167000	old	6.869476	2.976267575075888
TD	Pbre1_12G187600	old	0.0	0.0
TD	Pbre1_11G120400	old	1.270904	1.183266718968039
TRD	Pbre1_01G366000	old	0.103964	0.1426931269455297
TRD	Pbre1_10G282400	old	5.727025	2.749968619743372
TRD	Pbre1_04G184000	old	0.03729	0.0528192915204397
PD	Pbre1_02G122000	old	0.825608	0.8683770187895383
TD	Pbre1_09G097600	old	0.049757	0.07005540839833183
TD	Pbre1_07G068400	old	0.026044	0.03709259958112565
TD	Pbre1_08G205800	old	4.135243	2.3604325465727194
TD	Pbre1_09G137400	old	2.070222	1.618342977002471
TRD	Pbre1_17G008200	old	0.0	0.0
PD	Pbre1_09G481200	old	0.444246	0.5303164989791256
TRD	Pbre1_14G123200	old	23.718962	4.627546257672776
PD	Pbre1_04G120400	old	0.0	0.0
TRD	Pbre1_07G112600	old	0.319132	0.39958893624755226
TRD	Pbre1_02G470200	old	0.840289	0.8799323456991077
TRD	Pbre1_11G076600	old	5.619485	2.726718978837966
PD	Pbre1_02G127000	old	0.07067	0.0985138837056625
TRD	Pbre1_16G321400	old	0.0	0.0
TRD	Pbre1_16G454400	old	3.228454	2.0801302840964757
TRD	Pbre1_11G220400	old	0.0	0.0
TD	Pbre1_17G030000	old	15.473785	4.042100160174502
PD	Pbre1_08G376000	old	0.027955	0.039777110156475996
PD	Pbre1_07G158200	old	9.728554	3.4233837369083475
TD	Pbre1_02G045200	old	0.0	0.0
TRD	Pbre1_16G413400	old	0.0	0.0
TD	Pbre1_02G461200	old	0.0	0.0
PD	Pbre1_12G307400	old	0.134223	0.18170431696903416
PD	Pbre1_14G237200	old	2.747362	1.9058753505996946
TRD	Pbre1_08G240800	old	0.0	0.0
TRD	Pbre1_17G466000	old	0.0	0.0
TD	Pbre1_10G425000	old	0.114277	0.15610791925810033
TD	Pbre1_11G153400	old	149.775533	7.236258524989894
TRD	Pbre1_15G388000	old	4.587904	2.4823072355087183
PD	Pbre1_02G075000	old	3.9235	2.299684258136955
TRD	Pbre1_07G334600	old	0.0	0.0
TRD	Pbre1_11G241000	old	0.363877	0.44771354209563463
TRD	Pbre1_07G082400	old	5.092965	2.6071444530630083
PD	Pbre1_04G065600	old	1.097884	1.0689349080145896
TD	Pbre1_11G089000	old	11.577819	3.6528098747617754
TRD	Pbre1_12G386400	old	0.667697	0.7378571926757709
TRD	Pbre1_11G163000	old	3.99945	2.321769389703919
PD	Pbre1_13G193200	old	3.919506	2.2985134523263
TRD	Pbre1_15G362000	old	24.580278	4.676960038037405
TD	Pbre1_10G056200	old	11.678787	3.664344822005529
PD	Pbre1_07G333000	old	0.417741	0.5035939979199062
TRD	Pbre1_09G180800	old	39.486923	5.339384097463976
PD	Pbre1_10G212600	old	17.000878	4.169995371184192
TD	Pbre1_09G149400	old	0.0	0.0
TRD	Pbre1_01G125800	old	0.0	0.0
TRD	Pbre1_05G254200	old	0.0	0.0
TRD	Pbre1_04G224200	old	0.0	0.0
TRD	Pbre1_03G366800	old	0.0	0.0
PD	Pbre1_07G163400	old	0.0	0.0
PD	Pbre1_03G279200	old	7.596769	3.103794540800174
TD	Pbre1_02G448600	old	0.688619	0.7558438522268823
TD	Pbre1_10G025400	old	0.314352	0.39435169928799785
PD	Pbre1_01G196200	old	4.541279	2.470219007680945
TD	Pbre1_11G368800	old	0.71062	0.7745193127187686
TRD	Pbre1_07G371600	old	0.383705	0.4685363993320355
PD	Pbre1_15G488600	old	4.993598	2.583422323281663
TRD	Pbre1_06G185600	old	0.200997	0.2642325473045561
TRD	Pbre1_15G706000	old	0.0	0.0
TD	Pbre1_11G359000	old	0.416969	0.5028081957749944
TRD	Pbre1_03G291000	old	0.044016	0.06214382200719778
TRD	Pbre1_04G055200	old	0.0	0.0
TRD	Pbre1_03G457200	old	5.80048	2.765636580065893
TD	Pbre1_12G381600	old	4.667817	2.502793177900496
TRD	Pbre1_06G114600	old	0.0	0.0
TRD	Pbre1_10G415400	old	8.542059	3.2543006067523437
TRD	Pbre1_07G364400	old	5.985414	2.8043456214396634
TD	Pbre1_16G032200	old	1.682921	1.423804574320309
TRD	Pbre1_09G481800	old	3.709142	2.235464226482641
TD	Pbre1_07G062200	old	0.661361	0.7323655930603696
TRD	Pbre1_15G295800	old	0.0	0.0
TRD	Pbre1_15G682200	old	0.0	0.0
PD	Pbre1_08G031400	old	8.791302	3.291500715196505
PD	Pbre1_09G104200	old	0.0	0.0
TD	Pbre1_15G041800	old	0.0	0.0
TRD	Pbre1_05G058200	old	4.294297	2.404439129553457
TD	Pbre1_13G220800	old	0.0	0.0
TRD	Pbre1_10G211200	old	0.162663	0.21743298960283633
TD	Pbre1_02G462000	old	0.0	0.0
TD	Pbre1_17G462200	old	6.388108	2.8852049559150426
TD	Pbre1_10G463000	old	0.0	0.0
TD	Pbre1_10G236600	old	0.0	0.0
TRD	Pbre1_08G256400	old	0.519173	0.6032861700574912
TRD	Pbre1_05G464000	old	1.28261	1.1906843860060405
TD	Pbre1_10G101400	old	0.017804	0.02545976627332165
TD	Pbre1_10G562200	old	0.245241	0.31642498394582264
TRD	Pbre1_02G127800	old	0.0	0.0
TD	Pbre1_01G423000	old	12.513908	3.75637303357207
TD	Pbre1_10G153800	old	11.059458	3.5920931631300315
TRD	Pbre1_08G286400	old	0.0	0.0
PD	Pbre1_15G702400	old	0.359969	0.4435737661403263
TD	Pbre1_17G160800	old	14.8577	3.9871116326872555
TRD	Pbre1_15G215000	old	0.089916	0.12421695054968653
PD	Pbre1_01G426400	old	1.854932	1.5134563832654897
TD	Pbre1_13G402200	old	0.0	0.0
TRD	Pbre1_07G050000	old	11.137497	3.6013990339439284
TRD	Pbre1_12G146200	old	0.603981	0.6816570524112084
TD	Pbre1_02G173400	old	0.045132	0.06368516596059753
TRD	Pbre1_15G337200	old	0.0	0.0
TD	Pbre1_09G042800	old	0.587716	0.6669528759355973
PD	Pbre1_04G065200	old	0.038222	0.05411496397955715
TD	Pbre1_03G241800	old	0.065658	0.09174451045276921
TD	Pbre1_16G182400	old	0.565384	0.6465166040848394
TD	Pbre1_16G045200	old	0.057502	0.08066039184390418
TRD	Pbre1_16G054200	old	9.720809	3.4223418716019234
PD	Pbre1_11G490000	old	10.230621	3.489365799015017
TRD	Pbre1_09G109000	old	11.261841	3.6161036972581027
TRD	Pbre1_02G138400	old	0.0	0.0
PD	Pbre1_10G491000	old	41.134553	5.3969319147897155
TRD	Pbre1_04G091800	old	0.0	0.0
PD	Pbre1_12G425400	old	0.142007	0.19157149381313346
TD	Pbre1_10G506800	old	0.0	0.0
TD	Pbre1_07G236200	old	0.0	0.0
TRD	Pbre1_13G455200	old	0.0	0.0
TD	Pbre1_15G149600	old	0.09056	0.12506914578902648
PD	Pbre1_04G183200	old	0.0	0.0
TD	Pbre1_16G286200	old	0.514695	0.5990273209021477
PD	Pbre1_14G159800	old	17.801035	4.232740179570403
PD	Pbre1_11G360200	old	0.0	0.0
TRD	Pbre1_04G161800	old	1.252919	1.1717954447766206
TD	Pbre1_01G188200	old	11.430872	3.635855596905316
TD	Pbre1_13G486000	old	2.89929	1.9632114555827989
TD	Pbre1_09G324200	old	0.0	0.0
TRD	Pbre1_16G371600	old	0.0	0.0
TRD	Pbre1_14G320800	old	0.0	0.0
TRD	Pbre1_03G000400	old	0.060116	0.08422213598506013
TRD	Pbre1_14G308200	old	0.16328	0.2181983934507446
PD	Pbre1_07G061800	old	0.998092	0.9986230120032327
TRD	Pbre1_01G047200	old	28.942745	4.904134581359049
TD	Pbre1_03G046200	old	0.408572	0.49423330981728586
TRD	Pbre1_04G042800	old	2.369621	1.7525863326032416
PD	Pbre1_11G195200	old	1.771285	1.4705550857538616
PD	Pbre1_05G238800	old	0.093432	0.12886350267844868
TRD	Pbre1_16G313000	old	0.0	0.0
TRD	Pbre1_08G353200	old	0.0	0.0
TD	Pbre1_13G245400	old	1.684693	1.4247571225867555
PD	Pbre1_16G124800	old	0.0	0.0
TD	Pbre1_02G454600	old	0.0	0.0
TRD	Pbre1_03G478200	old	0.0	0.0
TRD	Pbre1_16G435000	old	0.06429	0.08989131301572985
TD	Pbre1_09G450200	old	2.728212	1.898483899330332
TD	Pbre1_01G260600	old	9.003547	3.322439728085581
TD	Pbre1_01G409800	old	105.145573	6.729900391972974
TD	Pbre1_09G256800	old	1.142398	1.099226518971543
TRD	Pbre1_06G017800	old	0.039904	0.05645035036966783
TRD	Pbre1_17G369600	old	0.0	0.0
TRD	Pbre1_10G571200	old	0.0	0.0
TRD	Pbre1_11G354600	old	1.594766	1.37560443998534
PD	Pbre1_10G072800	old	3.623405	2.208955744987762
TD	Pbre1_07G052200	old	2.320295	1.7313114271535162
TRD	Pbre1_01G269400	old	0.0	0.0
TD	Pbre1_02G131200	old	5.916933	2.7901324820062525
TRD	Pbre1_16G370000	old	0.0	0.0
TRD	Pbre1_14G131400	old	5.593012	2.7209377072242726
TRD	Pbre1_04G085000	old	0.0	0.0
TD	Pbre1_16G043200	old	1.602777	1.3800517102146008
PD	Pbre1_10G026800	old	0.066904	0.09343036833216496
TD	Pbre1_05G215000	old	3.618587	2.207451544305336
TRD	Pbre1_03G209200	old	0.0	0.0
TD	Pbre1_09G406200	old	0.0	0.0
TRD	Pbre1_07G037000	old	38.191796	5.292479782165918
TD	Pbre1_07G059800	old	0.047721	0.0672545894855188
TRD	Pbre1_09G408600	old	0.0	0.0
TRD	Pbre1_09G349200	old	0.119056	0.16228223372340367
TRD	Pbre1_17G315400	old	0.032716	0.04644356327915333
TD	Pbre1_07G404200	old	6.843506	2.9714986745161527
PD	Pbre1_11G061200	old	0.0	0.0
TD	Pbre1_09G450000	old	77.155902	6.288282918395387
PD	Pbre1_13G453600	old	0.0	0.0
TRD	Pbre1_10G380000	old	0.71658	0.7795370946466393
TD	Pbre1_10G487200	old	5.895066	2.7855643613718852
TD	Pbre1_09G202400	old	0.0	0.0
PD	Pbre1_01G236600	old	7.997787	3.1695702151409098
TD	Pbre1_13G170600	old	32.998943	5.08741798971027
TD	Pbre1_12G241000	old	0.0	0.0
TRD	Pbre1_14G438800	old	0.0	0.0
TD	Pbre1_17G404600	old	5.106301	2.6102987065614442
TRD	Pbre1_04G179400	old	0.0	0.0
TD	Pbre1_15G093600	old	0.0	0.0
TRD	Pbre1_15G460200	old	0.0	0.0
TRD	Pbre1_07G257400	old	135.940801	7.097408546015732
TRD	Pbre1_14G194800	old	0.0	0.0
PD	Pbre1_15G086600	old	0.07958	0.1104701551963149
PD	Pbre1_02G171400	old	0.018479	0.02641623370763094
TRD	Pbre1_01G185600	old	3.337403	2.1168314941787942
PD	Pbre1_14G377000	old	12.873958	3.7943075171837473
TRD	Pbre1_11G103000	old	0.0	0.0
PD	Pbre1_17G196600	old	4.139807	2.3617141871680745
TRD	Pbre1_13G323800	old	2.214361	1.6845319650001918
PD	Pbre1_11G190800	old	0.248839	0.32058749706333606
TRD	Pbre1_08G249400	old	0.0	0.0
TRD	Pbre1_10G265600	old	0.683699	0.7516342464677291
TRD	Pbre1_12G117000	old	0.546051	0.628587910616908
TD	Pbre1_01G364800	old	2.463992	1.7924355982015736
TD	Pbre1_04G207200	old	1479.708185	10.532071629856333
PD	Pbre1_11G191400	old	0.292229	0.36986175725245835
TD	Pbre1_01G351000	old	0.469502	0.5553273225061683
TRD	Pbre1_17G039200	old	0.044724	0.06312185481938884
TRD	Pbre1_15G385600	old	3.866484	2.2828798117838267
TD	Pbre1_12G091600	old	0.0	0.0
TD	Pbre1_17G447400	old	0.0	0.0
TRD	Pbre1_11G461000	old	0.050963	0.07171187895171866
TRD	Pbre1_07G232600	old	0.0	0.0
TRD	Pbre1_13G144600	old	3.627123	2.2101154496988573
TD	Pbre1_10G115400	old	7.70539	3.121908931818068
PD	Pbre1_01G118600	old	0.121156	0.16498703172760584
TRD	Pbre1_15G527800	old	3.732669	2.242654024388278
TRD	Pbre1_17G075800	old	0.0	0.0
TD	Pbre1_17G223600	old	0.0	0.0
TRD	Pbre1_01G025000	old	0.0	0.0
TRD	Pbre1_10G017000	old	5.840354	2.7740709889750743
TRD	Pbre1_03G440200	old	0.0	0.0
PD	Pbre1_09G078400	old	0.021381	0.03052112701715641
TRD	Pbre1_14G354400	old	0.014884	0.02131483855480713
PD	Pbre1_01G046200	old	55.793564	5.827655543783263
TRD	Pbre1_13G022800	old	0.089882	0.1241719448827446
TRD	Pbre1_06G128600	old	1.661146	1.4120476639481867
TD	Pbre1_02G190800	old	56.343024	5.841546082388144
TD	Pbre1_01G127800	old	0.685934	0.7535480595679891
PD	Pbre1_13G445200	old	0.0	0.0
TD	Pbre1_03G045000	old	985.165782	9.945686384820862
TRD	Pbre1_02G499600	old	0.254922	0.32759769588099635
TRD	Pbre1_04G361200	old	0.221144	0.2882333361454224
TD	Pbre1_12G013200	old	3.371137	2.1280085957221204
TD	Pbre1_02G085000	old	0.241347	0.3119064556801329
TRD	Pbre1_02G329800	old	0.0	0.0
PD	Pbre1_04G340200	old	1.040305	1.0287848331266478
PD	Pbre1_17G447400	old	0.0	0.0
TD	Pbre1_13G088800	old	0.023319	0.03325594760354438
TD	Pbre1_11G019600	old	0.0	0.0
TRD	Pbre1_08G073800	old	3.555832	2.1877145474771793
TRD	Pbre1_17G448400	old	68.260598	6.113962938788516
PD	Pbre1_14G258000	old	4.03961	2.3333120922894164
TRD	Pbre1_10G339800	old	0.0	0.0
TRD	Pbre1_05G246600	old	0.054866	0.07705974451181104
TRD	Pbre1_04G059800	old	0.0	0.0
TRD	Pbre1_08G227400	old	0.0	0.0
TRD	Pbre1_01G212600	old	0.346276	0.42897420713446227
TRD	Pbre1_10G182400	old	0.206551	0.27088889847287834
TD	Pbre1_03G435000	old	20.302931	4.412980034646275
TRD	Pbre1_07G090600	old	0.791961	0.8415392391149015
TRD	Pbre1_04G261600	old	19.446594	4.3537886334793585
TRD	Pbre1_12G381200	old	0.0	0.0
PD	Pbre1_15G662400	old	0.013922	0.019946671531099178
TRD	Pbre1_03G398000	old	0.809398	0.8555097819067348
TD	Pbre1_06G222800	old	1.454484	1.2954197622648127
TRD	Pbre1_11G032000	old	0.0	0.0
TRD	Pbre1_09G286800	old	0.0	0.0
PD	Pbre1_01G051600	old	0.0	0.0
PD	Pbre1_14G015000	old	6.588396	2.923794967669936
TRD	Pbre1_01G204400	old	0.227637	0.2958840332501194
PD	Pbre1_10G092800	old	2.048362	1.6080342363594657
PD	Pbre1_17G452200	old	0.0	0.0
TRD	Pbre1_14G121000	old	0.056436	0.07920536994265023
TRD	Pbre1_15G646200	old	0.0	0.0
TRD	Pbre1_16G164000	old	0.0	0.0
PD	Pbre1_11G190200	old	2.867976	1.9515788432148575
TD	Pbre1_06G402800	old	0.0	0.0
PD	Pbre1_03G055800	old	0.0	0.0
TRD	Pbre1_16G450400	old	0.0	0.0
TRD	Pbre1_16G180000	old	0.072491	0.10096554114221243
TD	Pbre1_03G031400	old	2.823282	1.9348116152908414
PD	Pbre1_15G384600	old	4.497912	2.4588838151484955
PD	Pbre1_16G058600	old	55.62128	5.823272458556652
TD	Pbre1_14G155000	old	0.0	0.0
